"id","sleep_day","total_sleep_records","total_minutes_asleep","total_time_in_bed","total_hours_asleep","total_hours_in_bed"
8378563200,"5/4/2016 12:00:00 AM",1,441,477,7.35,7.95
8378563200,"5/5/2016 12:00:00 AM",1,381,417,6.35,6.95
8378563200,"5/6/2016 12:00:00 AM",1,323,355,5.38,5.92
8378563200,"5/7/2016 12:00:00 AM",2,459,513,7.65,8.55
8378563200,"5/8/2016 12:00:00 AM",1,545,606,9.08,10.1
8378563200,"5/9/2016 12:00:00 AM",1,359,399,5.98,6.65
8378563200,"5/10/2016 12:00:00 AM",1,342,391,5.7,6.52
8378563200,"5/11/2016 12:00:00 AM",1,368,387,6.13,6.45
8378563200,"5/12/2016 12:00:00 AM",1,496,546,8.27,9.1
8792009665,"4/12/2016 12:00:00 AM",1,458,493,7.63,8.22
8792009665,"4/13/2016 12:00:00 AM",1,531,552,8.85,9.2
8792009665,"4/14/2016 12:00:00 AM",1,486,503,8.1,8.38
8792009665,"4/15/2016 12:00:00 AM",1,363,377,6.05,6.28
8792009665,"4/20/2016 12:00:00 AM",1,528,547,8.8,9.12
8792009665,"4/22/2016 12:00:00 AM",1,391,407,6.52,6.78
8792009665,"4/23/2016 12:00:00 AM",1,339,360,5.65,6
8792009665,"4/27/2016 12:00:00 AM",1,423,428,7.05,7.13
8792009665,"4/28/2016 12:00:00 AM",1,402,416,6.7,6.93
8792009665,"4/29/2016 12:00:00 AM",1,398,406,6.63,6.77
8792009665,"4/30/2016 12:00:00 AM",1,343,360,5.72,6
8792009665,"5/1/2016 12:00:00 AM",1,503,527,8.38,8.78
8792009665,"5/2/2016 12:00:00 AM",1,415,423,6.92,7.05
8792009665,"5/3/2016 12:00:00 AM",1,516,545,8.6,9.08
8792009665,"5/4/2016 12:00:00 AM",1,439,463,7.32,7.72
